5,1,8,0,0
5,0,0,1,8
5,0,0,1,8
5,1,8,0,0
5,0,0,1,8
5,1,8,0,0
5,1,8,0,0
5,0,0,1,8
5,1,8,0,0
5,0,0,1,8
5,1,8,0,0
5,0,0,1,8
5,1,8,0,0
5,1,8,0,0
5,0,0,1,8
5,0,0,1,8
5,1,8,0,0
5,0,0,1,8
5,0,0,1,8
5,0,0,1,8
5,0,0,1,8
5,0,0,1,8
5,0,0,1,8
5,0,0,1,8
5,0,0,1,8
5,1,8,0,0
5,0,0,1,8
5,1,8,0,0
5,1,8,0,0
5,0,0,1,8
5,0,0,1,8
5,0,0,1,8
5,0,0,1,8
10,1,8,0,0
10,1,8,0,0
10,1,8,0,0
10,0,0,1,8
10,0,0,1,8
10,1,8,0,0
10,0,0,1,8
10,1,8,0,0
10,1,8,0,0
10,0,0,1,8
10,1,8,0,0
10,0,0,1,8
10,0,0,1,8
10,0,0,1,8
10,0,0,1,8
10,1,8,0,0
10,1,8,0,0
10,0,0,1,8
10,1,8,0,0
10,0,0,1,8
10,0,0,1,8
10,1,8,0,0
10,0,0,1,8
10,0,0,1,8
10,0,0,1,8
10,0,0,1,8
10,0,0,1,8
10,1,8,0,0
10,1,8,0,0
10,0,0,1,8
10,1,8,0,0
10,0,0,1,8
10,0,0,1,8
10,0,0,1,8
10,0,0,1,8
10,0,0,1,8
15,1,8,0,0
15,0,0,1,8
15,1,8,0,0
15,0,0,1,8
15,0,0,1,8
15,1,8,0,0
15,1,8,0,0
15,1,8,0,0
15,1,8,0,0
15,1,8,0,0
15,1,8,0,0
15,0,0,1,8
15,1,8,0,0
15,1,8,0,0
15,0,0,1,8
15,0,0,1,8
15,0,0,1,8
15,1,8,0,0
15,1,8,0,0
15,0,0,1,8
15,0,0,1,8
15,1,8,0,0
15,0,0,1,8
15,0,0,1,8
15,1,8,0,0
15,0,0,1,8
15,0,0,1,8
15,0,0,1,8
15,1,8,0,0
15,0,0,1,8
15,1,8,0,0
15,0,0,1,8
15,0,0,1,8
15,0,0,1,8
15,0,0,1,8
15,0,0,1,8
15,0,0,1,8
15,0,0,1,8
15,0,0,1,8
20,0,0,1,8
20,1,8,0,0
20,0,0,1,8
20,0,0,1,8
20,1,8,0,0
20,0,0,1,8
20,1,8,0,0
20,0,0,1,8
20,1,8,0,0
20,0,0,1,8
20,0,0,1,8
20,0,0,1,8
20,0,0,1,8
20,1,8,0,0
20,1,8,0,0
20,1,8,0,0
20,1,8,0,0
20,1,8,0,0
20,1,8,0,0
20,1,8,0,0
20,1,8,0,0
20,0,0,1,8
20,1,8,0,0
20,0,0,1,8
20,0,0,1,8
20,1,8,0,0
20,0,0,1,8
20,1,8,0,0
20,0,0,1,8
20,1,8,0,0
20,0,0,1,8
20,0,0,1,8
20,1,8,0,0
20,0,0,1,8
20,0,0,1,8
20,1,8,0,0
20,0,0,1,8
20,0,0,1,8
20,0,0,1,8
20,0,0,1,8
20,0,0,1,8
20,0,0,1,8
25,0,0,1,8
25,0,0,1,8
25,0,0,1,8
25,0,0,1,8
25,0,0,1,8
25,1,8,0,0
25,1,8,0,0
25,0,0,1,8
25,1,8,0,0
25,0,0,1,8
25,1,8,0,0
25,1,8,0,0
25,0,0,1,8
25,1,8,0,0
25,1,8,0,0
25,1,8,0,0
25,1,8,0,0
25,1,8,0,0
25,0,0,1,8
25,0,0,1,8
25,1,8,0,0
25,1,8,0,0
25,1,8,0,0
25,0,0,1,8
25,1,8,0,0
25,1,8,0,0
25,1,8,0,0
25,0,0,1,8
25,1,8,0,0
25,1,8,0,0
25,1,8,0,0
25,0,0,1,8
25,0,0,1,8
25,1,8,0,0
25,0,0,1,8
25,0,0,1,8
25,0,0,1,8
25,0,0,1,8
25,0,0,1,8
25,0,0,1,8
25,0,0,1,8
25,1,8,0,0
25,0,0,1,8
25,0,0,1,8
25,0,0,1,8
25,0,0,1,8
25,0,0,1,8
