3,21,12,3,20,80,3,20,80
6,22,15,3,20,80,3,20,80
9,24,18,3,20,80,3,20,80
12,25,21,3,20,80,3,20,80
15,27,24,3,20,80,3,20,80
18,28,26,3,20,80,3,20,80
21,30,29,3,20,80,3,20,80
24,31,32,3,20,80,3,20,80
28,33,35,3,20,80,3,20,80
31,34,37,3,20,80,3,20,80
